age,prediction,confidence
26,SAFE USER,0.05482684035385765
50,SAFE USER,0.1146281580825877
25,CHURN RISK,0.9742182890855458
55,SAFE USER,0.09721274893120867
57,SAFE USER,0.1406281580825877
39,SAFE USER,0.049679162811914396
33,SAFE USER,0.09795455052809691
40,SAFE USER,0.05125581732035895
33,SAFE USER,0.06952930853502662
28,SAFE USER,0.05378789286785483
41,SAFE USER,0.05368827884226186
48,SAFE USER,0.062304207545683
34,SAFE USER,0.037205562673845914
39,CHURN RISK,0.9553230625583565
45,SAFE USER,0.060821448688172935
61,SAFE USER,0.0985055245966079
29,SAFE USER,0.09795455052809691
29,CHURN RISK,0.9736470588235295
51,SAFE USER,0.06656835206699724
55,SAFE USER,0.11932361467278113
35,CHURN RISK,0.9553230625583565
62,SAFE USER,0.08572291590095572
43,SAFE USER,0.045822220353976276
53,SAFE USER,0.08646184109556275
35,CHURN RISK,0.9553230625583565
64,SAFE USER,0.08817881377983088
38,SAFE USER,0.057310998886213264
55,SAFE USER,0.09043472578389224
52,SAFE USER,0.08387941559787533
28,CHURN RISK,0.9736470588235295
32,SAFE USER,0.10480210591308717
40,SAFE USER,0.05429131950533986
40,SAFE USER,0.044477794173042526
35,SAFE USER,0.10647810964791443
32,CHURN RISK,0.9736470588235295
43,SAFE USER,0.05450500540605458
44,SAFE USER,0.057312053384229206
18,CHURN RISK,0.9666666666666667
39,CHURN RISK,0.9553230625583565
34,CHURN RISK,0.9608692810457516
32,CHURN RISK,0.9736470588235295
57,SAFE USER,0.07894489275363929
57,SAFE USER,0.09043472578389224
44,SAFE USER,0.11269620724293951
44,SAFE USER,0.05969544544685466
25,CHURN RISK,0.9742182890855458
25,SAFE USER,0.04399186804301029
49,SAFE USER,0.10851704697147659
21,CHURN RISK,0.9866666666666667
37,CHURN RISK,0.9553230625583565
19,CHURN RISK,0.9866666666666667
35,CHURN RISK,0.9553230625583565
61,SAFE USER,0.08572291590095572
27,CHURN RISK,0.9736470588235295
23,CHURN RISK,0.9742182890855458
62,SAFE USER,0.0932054832622959
33,CHURN RISK,0.9736470588235295
25,CHURN RISK,0.9742182890855458
29,CHURN RISK,0.9736470588235295
24,CHURN RISK,0.9742182890855458
54,SAFE USER,0.0771013924505589
39,CHURN RISK,0.9553230625583565
41,SAFE USER,0.051144460839709194
36,CHURN RISK,0.9553230625583565
35,SAFE USER,0.09963055426292418
55,SAFE USER,0.07894489275363929
63,SAFE USER,0.08702895478839402
25,CHURN RISK,0.9742182890855458
47,SAFE USER,0.06169544544685466
48,SAFE USER,0.062304207545683
21,SAFE USER,0.07541860281567861
19,CHURN RISK,0.98
34,CHURN RISK,0.9608692810457516
32,SAFE USER,0.09795455052809691
31,CHURN RISK,0.9736470588235295
26,CHURN RISK,0.9736470588235295
45,SAFE USER,0.07371984540576529
36,CHURN RISK,0.9553230625583565
18,CHURN RISK,0.9666666666666667
50,SAFE USER,0.07110139245055891
49,SAFE USER,0.08054583689500334
50,SAFE USER,0.0999902813394478
34,CHURN RISK,0.9608692810457516
22,CHURN RISK,0.98
27,SAFE USER,0.052356506899034816
58,SAFE USER,0.08000401806083068
25,SAFE USER,0.05588904557709425
34,CHURN RISK,0.9608692810457516
52,SAFE USER,0.07312850776222941
64,SAFE USER,0.08882601731761257
41,SAFE USER,0.054921792296274044
45,SAFE USER,0.06697087421234967
22,CHURN RISK,0.98
63,SAFE USER,0.08882601731761257
18,CHURN RISK,0.9733333333333334
47,SAFE USER,0.059266910167959354
59,SAFE USER,0.07894489275363929
28,CHURN RISK,0.9736470588235295
63,SAFE USER,0.12076830448676423
26,CHURN RISK,0.9736470588235295
38,SAFE USER,0.057310998886213264
29,CHURN RISK,0.9736470588235295
34,SAFE USER,0.041341323328294856
20,CHURN RISK,0.9866666666666667
22,CHURN RISK,0.98
38,SAFE USER,0.04285451075853519
18,SAFE USER,0.02986692219923116
59,SAFE USER,0.07894489275363929
56,SAFE USER,0.09478858237514969
39,CHURN RISK,0.9553230625583565
57,SAFE USER,0.09549268398427924
31,CHURN RISK,0.9736470588235295
62,SAFE USER,0.08865605197104678
59,SAFE USER,0.09043472578389224
57,SAFE USER,0.11276830448676421
26,SAFE USER,0.05482684035385765
26,SAFE USER,0.10257988369086495
47,SAFE USER,0.09286760893978475
61,SAFE USER,0.07894489275363929
35,CHURN RISK,0.9553230625583565
23,CHURN RISK,0.9742182890855458
25,CHURN RISK,0.9742182890855458
59,SAFE USER,0.08882601731761257
26,SAFE USER,0.05461918524885481
22,CHURN RISK,0.98
25,SAFE USER,0.09630355856789101
34,SAFE USER,0.037205562673845914
28,CHURN RISK,0.9736470588235295
65,SAFE USER,0.1330794704131271
24,CHURN RISK,0.9742182890855458
32,SAFE USER,0.09795455052809691
65,SAFE USER,0.08774497901435203
38,SAFE USER,0.09963055426292418
28,CHURN RISK,0.9736470588235295
35,SAFE USER,0.09963055426292418
32,SAFE USER,0.056030365922365384
35,CHURN RISK,0.9553230625583565
31,SAFE USER,0.05558276466272662
51,SAFE USER,0.05449943127385288
52,SAFE USER,0.07194076177688474
61,SAFE USER,0.09549268398427924
46,SAFE USER,0.059266910167959354
43,SAFE USER,0.09209007653154562
31,SAFE USER,0.05236429283257606
24,CHURN RISK,0.9742182890855458
63,SAFE USER,0.08865605197104678
23,CHURN RISK,0.9742182890855458
31,SAFE USER,0.05694864224432148
23,CHURN RISK,0.9742182890855458
40,SAFE USER,0.044477794173042526
59,SAFE USER,0.08000401806083068
42,SAFE USER,0.046676850387822384
56,SAFE USER,0.09478858237514969
29,SAFE USER,0.09795455052809691
33,CHURN RISK,0.9736470588235295
47,SAFE USER,0.06527149571629512
49,SAFE USER,0.06256907010325347
56,SAFE USER,0.08572291590095572
60,SAFE USER,0.10207168983112908
39,SAFE USER,0.04922513089531733
34,SAFE USER,0.037205562673845914
28,CHURN RISK,0.9736470588235295
61,SAFE USER,0.09532271863771345
25,SAFE USER,0.09648444728621458
39,CHURN RISK,0.9553230625583565
58,SAFE USER,0.09721274893120867
32,CHURN RISK,0.9736470588235295
37,SAFE USER,0.0512053122698539
46,SAFE USER,0.06694182225844886
28,CHURN RISK,0.9736470588235295
19,CHURN RISK,0.9866666666666667
50,SAFE USER,0.053013269178159274
18,CHURN RISK,0.9733333333333334
32,SAFE USER,0.05786264186835995
27,CHURN RISK,0.9736470588235295
50,SAFE USER,0.06656835206699724
43,SAFE USER,0.06538285219694487
25,SAFE USER,0.09630355856789101
29,CHURN RISK,0.9736470588235295
33,SAFE USER,0.09795455052809691
30,SAFE USER,0.05786264186835995
59,SAFE USER,0.09504675310356575
36,SAFE USER,0.05776611933365352
43,SAFE USER,0.06169544544685466
34,CHURN RISK,0.9608692810457516
62,SAFE USER,0.09172750144929148
54,SAFE USER,0.07304620323548046
47,SAFE USER,0.06169544544685466
50,SAFE USER,0.053013269178159274
38,CHURN RISK,0.9553230625583565
18,SAFE USER,0.08170065409772989
40,SAFE USER,0.048863887728435695
26,SAFE USER,0.09573232830587469
19,CHURN RISK,0.9866666666666667
29,SAFE USER,0.07665000711829034
62,SAFE USER,0.09932361467278114
60,SAFE USER,0.08702895478839402
59,SAFE USER,0.08049943127385288
31,SAFE USER,0.09795455052809691
30,CHURN RISK,0.9736470588235295
23,CHURN RISK,0.9742182890855458
60,SAFE USER,0.10207168983112908
19,CHURN RISK,0.9866666666666667
38,CHURN RISK,0.9553230625583565
23,CHURN RISK,0.9742182890855458
22,CHURN RISK,0.98
53,SAFE USER,0.0794369043679994
52,SAFE USER,0.0797951744288961
65,SAFE USER,0.08132880438561702
31,SAFE USER,0.049983340451623684
53,SAFE USER,0.12062815808258769
24,CHURN RISK,0.9742182890855458
59,SAFE USER,0.08572291590095572
34,CHURN RISK,0.9608692810457516
37,CHURN RISK,0.9553230625583565
46,SAFE USER,0.06636211211352132
35,SAFE USER,0.04559873812584489
25,SAFE USER,0.09648444728621458
47,SAFE USER,0.06117167207272126
48,SAFE USER,0.06636211211352132
31,CHURN RISK,0.9736470588235295
22,CHURN RISK,0.98
24,CHURN RISK,0.9742182890855458
50,SAFE USER,0.06973140669431721
36,SAFE USER,0.05576611933365352
32,SAFE USER,0.054859841846813376
26,CHURN RISK,0.9736470588235295
29,SAFE USER,0.044338316593409643
45,SAFE USER,0.06636211211352132
25,SAFE USER,0.09648444728621458
55,SAFE USER,0.08049943127385288
58,SAFE USER,0.08702895478839402
29,CHURN RISK,0.9736470588235295
53,SAFE USER,0.07839416811595815
64,SAFE USER,0.08361741027105894
32,CHURN RISK,0.9736470588235295
31,CHURN RISK,0.9736470588235295
36,SAFE USER,0.04171475636562946
59,SAFE USER,0.08882601731761257
56,SAFE USER,0.14073951456323744
22,CHURN RISK,0.98
32,CHURN RISK,0.9736470588235295
61,SAFE USER,0.08376805911722557
31,SAFE USER,0.017067897913642573
25,SAFE USER,0.06251619331796061
51,SAFE USER,0.06215145117985103
34,CHURN RISK,0.9608692810457516
40,SAFE USER,0.04625512562960738
24,CHURN RISK,0.9742182890855458
44,SAFE USER,0.0602751555917822
36,SAFE USER,0.04906714550860482
52,SAFE USER,0.08387941559787533
34,SAFE USER,0.09869099480197606
57,SAFE USER,0.09043472578389224
36,SAFE USER,0.05663253830272475
32,SAFE USER,0.049983340451623684
50,SAFE USER,0.07639807336098389
18,CHURN RISK,0.9733333333333334
58,SAFE USER,0.0932054832622959
25,CHURN RISK,0.9742182890855458
20,CHURN RISK,0.98
34,CHURN RISK,0.9608692810457516
25,SAFE USER,0.051543971095738404
49,SAFE USER,0.06737367340207327
41,SAFE USER,0.060279525588518
64,SAFE USER,0.09166267448760308
60,SAFE USER,0.08702895478839402
25,CHURN RISK,0.9742182890855458
31,SAFE USER,0.09795455052809691
31,CHURN RISK,0.9736470588235295
61,SAFE USER,0.08702895478839402
43,SAFE USER,0.10528326346070244
27,CHURN RISK,0.9736470588235295
30,SAFE USER,0.05358276466272662
23,CHURN RISK,0.9742182890855458
46,SAFE USER,0.07075674319821229
27,CHURN RISK,0.9736470588235295
40,SAFE USER,0.04024358902827878
51,SAFE USER,0.07409354661201269
44,SAFE USER,0.05969544544685466
39,SAFE USER,0.041364532981081135
57,SAFE USER,0.10207168983112908
31,SAFE USER,0.06273914326354965
41,SAFE USER,0.05350150244120158
54,SAFE USER,0.07943690436799943
29,CHURN RISK,0.9736470588235295
36,CHURN RISK,0.9553230625583565
62,SAFE USER,0.09183885792994123
35,SAFE USER,0.04737666647801792
35,CHURN RISK,0.9553230625583565
28,SAFE USER,0.09795455052809691
28,CHURN RISK,0.9736470588235295
28,SAFE USER,0.09795455052809691
65,SAFE USER,0.0817747352663305
22,CHURN RISK,0.98
51,SAFE USER,0.07787941559787534
44,SAFE USER,0.0602751555917822
40,CHURN RISK,0.9553230625583565
62,SAFE USER,0.12076830448676423
42,SAFE USER,0.06694619225518467
46,SAFE USER,0.07731205338422921
45,SAFE USER,0.06397872005089587
43,SAFE USER,0.06773163932258713
60,SAFE USER,0.10466428242372167
21,CHURN RISK,0.9733333333333334
35,SAFE USER,0.05608181366504359
26,CHURN RISK,0.9736470588235295
60,SAFE USER,0.08376805911722557
52,SAFE USER,0.058944892753639296
34,CHURN RISK,0.9608692810457516
38,SAFE USER,0.05663253830272475
33,CHURN RISK,0.9736470588235295
56,SAFE USER,0.0943426514944362
21,CHURN RISK,0.9866666666666667
64,SAFE USER,0.09504675310356575
54,SAFE USER,0.11410163782009757
25,SAFE USER,0.045204502793079915
42,SAFE USER,0.060197221061769036
63,SAFE USER,0.09932361467278114
55,SAFE USER,0.080311710368523
32,CHURN RISK,0.9736470588235295
22,CHURN RISK,0.98
28,SAFE USER,0.05506497005194158
49,SAFE USER,0.06795338354700081
40,SAFE USER,0.044477794173042526
40,CHURN RISK,0.9553230625583565
56,SAFE USER,0.08506083478262481
48,SAFE USER,0.0525572634451629
34,CHURN RISK,0.9608692810457516
29,CHURN RISK,0.9736470588235295
36,SAFE USER,0.05580949303523504
44,SAFE USER,0.06169544544685466
38,CHURN RISK,0.9553230625583565
37,CHURN RISK,0.9733333333333334
54,SAFE USER,0.08387941559787533
38,CHURN RISK,0.9553230625583565
34,SAFE USER,0.03086609437118742
35,CHURN RISK,0.9553230625583565
61,SAFE USER,0.09932361467278114
30,CHURN RISK,0.9736470588235295
29,CHURN RISK,0.9736470588235295
33,CHURN RISK,0.9736470588235295
33,SAFE USER,0.09795455052809691
42,SAFE USER,0.06398309004763167
60,SAFE USER,0.11265694800611446
21,CHURN RISK,0.9866666666666667
30,CHURN RISK,0.9736470588235295
20,CHURN RISK,0.98
23,CHURN RISK,0.9742182890855458
21,CHURN RISK,0.98
27,SAFE USER,0.10480210591308717
22,CHURN RISK,0.98
52,SAFE USER,0.07194076177688474
61,SAFE USER,0.07894489275363929
62,SAFE USER,0.09549268398427924
52,SAFE USER,0.0785055245966079
39,CHURN RISK,0.9553230625583565
38,SAFE USER,0.05041990355265513
38,CHURN RISK,0.9553230625583565
30,CHURN RISK,0.9736470588235295
25,CHURN RISK,0.9742182890855458
53,SAFE USER,0.07304620323548046
28,CHURN RISK,0.9736470588235295
28,SAFE USER,0.09795455052809691
26,SAFE USER,0.07573232830587469
29,SAFE USER,0.044338316593409643
25,SAFE USER,0.055398070615873964
37,CHURN RISK,0.9553230625583565
38,CHURN RISK,0.9553230625583565
38,SAFE USER,0.10647810964791443
31,SAFE USER,0.05558276466272662
21,CHURN RISK,0.9733333333333334
42,SAFE USER,0.05781112750637586
49,SAFE USER,0.06628305700484703
32,SAFE USER,0.06341760384703816
43,SAFE USER,0.045822220353976276
58,SAFE USER,0.1474061812299041
53,SAFE USER,0.07885719422307186
59,SAFE USER,0.09532271863771345
51,SAFE USER,0.06215145117985103
38,CHURN RISK,0.9553230625583565
41,SAFE USER,0.05361285892185133
39,SAFE USER,0.09963055426292418
60,SAFE USER,0.10207168983112908
26,CHURN RISK,0.9736470588235295
54,SAFE USER,0.07304620323548046
36,SAFE USER,0.05181137287591451
44,SAFE USER,0.11269620724293951
63,SAFE USER,0.07894489275363929
30,SAFE USER,0.052356506899034816
64,SAFE USER,0.0771013924505589
21,CHURN RISK,0.9866666666666667
52,SAFE USER,0.0785055245966079
65,SAFE USER,0.07621937144776496
29,SAFE USER,0.10480210591308717
30,CHURN RISK,0.9736470588235295
47,SAFE USER,0.06636211211352132
24,CHURN RISK,0.9742182890855458
46,SAFE USER,0.06169544544685466
39,SAFE USER,0.058326010853117616
24,CHURN RISK,0.9742182890855458
53,SAFE USER,0.11410163782009757
19,CHURN RISK,0.9866666666666667
23,CHURN RISK,0.9742182890855458
38,SAFE USER,0.04906714550860482
47,SAFE USER,0.060821448688172935
61,SAFE USER,0.10466428242372167
36,SAFE USER,0.0518113728759145
44,SAFE USER,0.060304207545683
47,SAFE USER,0.05933528659247934
33,SAFE USER,0.07665000711829034
18,CHURN RISK,0.9733333333333334
34,SAFE USER,0.04325258814458761
28,SAFE USER,0.10480210591308717
55,SAFE USER,0.0946186170285839
49,SAFE USER,0.06256907010325347
40,SAFE USER,0.04683483577453492
39,SAFE USER,0.04602262921093718
28,CHURN RISK,0.9736470588235295
34,SAFE USER,0.040123245418924675
26,CHURN RISK,0.9736470588235295
29,SAFE USER,0.10480210591308717
26,CHURN RISK,0.9736470588235295
46,SAFE USER,0.07731205338422921
36,CHURN RISK,0.9553230625583565
60,SAFE USER,0.09932361467278114
44,SAFE USER,0.057312053384229206
39,SAFE USER,0.10647810964791443
27,CHURN RISK,0.9736470588235295
46,SAFE USER,0.06611234633400086
65,SAFE USER,0.07751214711316419
65,SAFE USER,0.08177473526633051
26,SAFE USER,0.056944963055944306
23,CHURN RISK,0.9742182890855458
31,CHURN RISK,0.9736470588235295
53,SAFE USER,0.07971286990214713
30,SAFE USER,0.10480210591308717
21,CHURN RISK,0.9866666666666667
58,SAFE USER,0.09172750144929148
45,SAFE USER,0.06697087421234967
64,SAFE USER,0.08882601731761257
22,SAFE USER,0.08893282486733553
64,SAFE USER,0.08882601731761257
38,SAFE USER,0.09963055426292418
58,SAFE USER,0.08000401806083068
29,SAFE USER,0.04738283289107728
50,SAFE USER,0.07787941559787534
25,CHURN RISK,0.9742182890855458
38,SAFE USER,0.049679162811914396
40,CHURN RISK,0.9553230625583565
51,SAFE USER,0.08084251780542834
18,CHURN RISK,0.9666666666666667
53,SAFE USER,0.07839416811595815
36,SAFE USER,0.05181137287591451
56,SAFE USER,0.0943426514944362
63,SAFE USER,0.090546082264542
57,SAFE USER,0.08506083478262481
41,SAFE USER,0.057316423380965
20,CHURN RISK,0.9866666666666667
33,SAFE USER,0.049983340451623684
28,SAFE USER,0.05578789286785483
38,CHURN RISK,0.9553230625583565
35,CHURN RISK,0.9553230625583565
30,SAFE USER,0.10480210591308717
34,SAFE USER,0.0918434394169858
35,CHURN RISK,0.9553230625583565
46,SAFE USER,0.07731205338422921
26,CHURN RISK,0.9736470588235295
31,SAFE USER,0.06273914326354965
54,SAFE USER,0.06540596324208621
60,SAFE USER,0.14073951456323747
19,CHURN RISK,0.98
39,CHURN RISK,0.9553230625583565
40,SAFE USER,0.05361285892185133
25,CHURN RISK,0.9742182890855458
31,CHURN RISK,0.9736470588235295
30,SAFE USER,0.044338316593409643
53,SAFE USER,0.08517219126327456
40,CHURN RISK,0.9553230625583565
48,SAFE USER,0.06397872005089587
44,SAFE USER,0.06705317873909862
60,SAFE USER,0.12076830448676423
24,CHURN RISK,0.9742182890855458
29,SAFE USER,0.044338316593409643
40,CHURN RISK,0.9553230625583565
33,CHURN RISK,0.9736470588235295
64,SAFE USER,0.08688603811443163
19,CHURN RISK,0.9866666666666667
57,SAFE USER,0.08506083478262481
44,SAFE USER,0.07064538671756254
24,CHURN RISK,0.9742182890855458
36,CHURN RISK,0.9553230625583565
52,SAFE USER,0.06727745442116931
28,SAFE USER,0.05578789286785483
60,SAFE USER,0.09183885792994123
60,SAFE USER,0.12076830448676423
41,SAFE USER,0.05553055439510237
38,SAFE USER,0.04792739111569908
55,SAFE USER,0.09721274893120867
22,CHURN RISK,0.98
43,SAFE USER,0.10528326346070244
50,SAFE USER,0.0649824355009016
20,CHURN RISK,0.9866666666666667
31,CHURN RISK,0.9736470588235295
20,CHURN RISK,0.9866666666666667
37,SAFE USER,0.04559873812584489
29,CHURN RISK,0.9736470588235295
